TaxonomicName,CatalogueNumber,Clade,Order,Family,Genus,FullName,VernacularName,Habit,LeafArrangement,LeafForm,LeafVenation,LeafMargin,Stipules,Exudate
Bulbostylis barbata,K002084292,Monocots,Poales,Cyperaceae,Bulbostylis,Bulbostylis barbata (Rottb.) C.B. Clarke ,,herb,,,,,,
Uvaria ambongoensis,K002135927,Magnoliids,Magnoliales,Annonaceae,Uvaria,Uvaria ambongoensis (Baill.) Diels ,,tree,,,,,,
Ornithogalum convallarioides,K002195951,Monocots,Asparagales,Asparagaceae,Ornithogalum,Ornithogalum convallarioides H. Perrier ,,herb,,,,,,
Anacardium occidentale,K002256646,Eudicots-Rosids,Sapindales,Anacardiaceae,Anacardium,Anacardium occidentale L. ,,tree,,,,,,
Anacardium occidentale,K002256647,Eudicots-Rosids,Sapindales,Anacardiaceae,Anacardium,Anacardium occidentale L. ,,tree,,,,,,
Anacardium occidentale,K002256648,Eudicots-Rosids,Sapindales,Anacardiaceae,Anacardium,Anacardium occidentale L. ,,tree,,,,,,
Anacardium occidentale,K002256649,Eudicots-Rosids,Sapindales,Anacardiaceae,Anacardium,Anacardium occidentale L. ,,tree,,,,,,
Anacardium occidentale,K002256662,Eudicots-Rosids,Sapindales,Anacardiaceae,Anacardium,Anacardium occidentale L. ,,tree,,,,,,
Mimosa nossibiensis,K002340153,Eudicots-Rosids,Fabales,Fabaceae,Mimosa,Mimosa nossibiensis Benth. ,,climber,,,,,,
Mimosa nossibiensis,K002340154,Eudicots-Rosids,Fabales,Fabaceae,Mimosa,Mimosa nossibiensis Benth. ,,climber,,,,,,
Gloriosa superba,K002371993,Monocots,Liliales,Colchicaceae,Gloriosa,Gloriosa superba L. ,,herb,,,,,,
Gloriosa superba,K002371994,Monocots,Liliales,Colchicaceae,Gloriosa,Gloriosa superba L. ,,herb,,,,,,
Bauhinia ankarafantsikae,K002470487,Eudicots-Rosids,Fabales,Fabaceae,Bauhinia,Bauhinia ankarafantsikae Du Puy & R. Rabev. ,,shrub,,,,,,
Bauhinia ankarafantsikae,K002470487_a,Eudicots-Rosids,Fabales,Fabaceae,Bauhinia,Bauhinia ankarafantsikae Du Puy & R. Rabev. ,,shrub,,,,,,
Neoapaloxylon madagascariense,K002519858,Eudicots-Rosids,Fabales,Fabaceae,Neoapaloxylon,Neoapaloxylon madagascariense (Drake) Rauschert ,,tree,,,,,,
Neoapaloxylon madagascariense,K002519859,Eudicots-Rosids,Fabales,Fabaceae,Neoapaloxylon,Neoapaloxylon madagascariense (Drake) Rauschert ,,tree,,,,,,
Distephanus madagascariensis,K002535593,Eudicots-Asterids,Asterales,Asteraceae,Distephanus,Distephanus madagascariensis (Less.) H. Rob. & V.A. Funk ,,,,,,,,
Distephanus madagascariensis,K002535594,Eudicots-Asterids,Asterales,Asteraceae,Distephanus,Distephanus madagascariensis (Less.) H. Rob. & V.A. Funk ,,,,,,,,
Distephanus madagascariensis,K002535595,Eudicots-Asterids,Asterales,Asteraceae,Distephanus,Distephanus madagascariensis (Less.) H. Rob. & V.A. Funk ,,,,,,,,
Cyanthillium cinereum,K002545495,Eudicots-Asterids,Asterales,Asteraceae,Cyanthillium,Cyanthillium cinereum (L.) H. Rob. ,,herb,,,,,,
Crassocephalum crepidioides,K002599850,Eudicots-Asterids,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides (Benth.) S. Moore ,,herb,,,,,,
Crassocephalum crepidioides,K002599851,Eudicots-Asterids,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides (Benth.) S. Moore ,,herb,,,,,,
Crassocephalum crepidioides,K002599851_a,Eudicots-Asterids,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides (Benth.) S. Moore ,,herb,,,,,,
Crassocephalum crepidioides,K002599852,Eudicots-Asterids,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides (Benth.) S. Moore ,,herb,,,,,,
Crassocephalum crepidioides,K002599853,Eudicots-Asterids,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides (Benth.) S. Moore ,,herb,,,,,,
Crassocephalum crepidioides,K002599853_a,Eudicots-Asterids,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides (Benth.) S. Moore ,,herb,,,,,,
Crassocephalum crepidioides,K002599854,Eudicots-Asterids,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides (Benth.) S. Moore ,,herb,,,,,,
Kleinia madagascariensis,K002602263,Eudicots-Asterids,Asterales,Asteraceae,Kleinia,Kleinia madagascariensis (Humbert) P. Halliday ,,,,,,,,
Kleinia madagascariensis,K002602264,Eudicots-Asterids,Asterales,Asteraceae,Kleinia,Kleinia madagascariensis (Humbert) P. Halliday ,,,,,,,,
Kleinia madagascariensis,K002602265,Eudicots-Asterids,Asterales,Asteraceae,Kleinia,Kleinia madagascariensis (Humbert) P. Halliday ,,,,,,,,
Kleinia madagascariensis,K002602266,Eudicots-Asterids,Asterales,Asteraceae,Kleinia,Kleinia madagascariensis (Humbert) P. Halliday ,,,,,,,,
Kleinia madagascariensis,K002602267,Eudicots-Asterids,Asterales,Asteraceae,Kleinia,Kleinia madagascariensis (Humbert) P. Halliday ,,,,,,,,
Samanea saman,K002634265,Eudicots-Rosids,Fabales,Fabaceae,Samanea,Samanea saman (Jacq.) Merr. ,,tree,,,,,,
Polygala schoenlankii,K002746419,Eudicots-Rosids,Fabales,Polygalaceae,Polygala,Polygala schoenlankii O. Hoffm. & Hildebrandt ,,,,,,,,
Polygala schoenlankii,K002746420,Eudicots-Rosids,Fabales,Polygalaceae,Polygala,Polygala schoenlankii O. Hoffm. & Hildebrandt ,,,,,,,,
Polygala subdioica,K002746425,Eudicots-Rosids,Fabales,Polygalaceae,Polygala,Polygala subdioica H. Perrier ,,,,,,,,
Rhynchospora perrieri,K002772198,Monocots,Poales,Cyperaceae,Rhynchospora,Rhynchospora perrieri Cherm. ,,herb,,,,,,
Aloe occidentalis,K002855391,Monocots,Asparagales,Asphodelaceae,Aloe,Aloe occidentalis (H. Perrier) L.E. Newton & G.D. Rowley ,,herb;shrub,,,,,,
Aloe occidentalis,K002855392,Monocots,Asparagales,Asphodelaceae,Aloe,Aloe occidentalis (H. Perrier) L.E. Newton & G.D. Rowley ,,herb;shrub,,,,,,
Gagnebina calcicola,K002899787,Eudicots-Rosids,Fabales,Fabaceae,Gagnebina,Gagnebina calcicola (R. Vig.) Renvoize ,,shrub,,,,,,
Gagnebina calcicola,K002899788,Eudicots-Rosids,Fabales,Fabaceae,Gagnebina,Gagnebina calcicola (R. Vig.) Renvoize ,,shrub,,,,,,
Gagnebina calcicola,K002899789,Eudicots-Rosids,Fabales,Fabaceae,Gagnebina,Gagnebina calcicola (R. Vig.) Renvoize ,,shrub,,,,,,
Gagnebina calcicola,K002899790,Eudicots-Rosids,Fabales,Fabaceae,Gagnebina,Gagnebina calcicola (R. Vig.) Renvoize ,,shrub,,,,,,
Typhonodorum lindleyanum,K002979849,Monocots,Alismatales,Araceae,Typhonodorum,Typhonodorum lindleyanum Schott ,,shrub,,,,,,
Senna obtusifolia,K003002482,Eudicots-Rosids,Fabales,Fabaceae,Senna,Senna obtusifolia (L.) H.S. Irwin & Barneby ,,perennial or subshrub,,,,,,
Senna obtusifolia,K003002483,Eudicots-Rosids,Fabales,Fabaceae,Senna,Senna obtusifolia (L.) H.S. Irwin & Barneby ,,perennial or subshrub,,,,,,
Stylosanthes erecta,K003031331,Eudicots-Rosids,Fabales,Fabaceae,Stylosanthes,Stylosanthes erecta P. Beauv. ,,shrub,,,,,,
Stylosanthes erecta,K003031766,Eudicots-Rosids,Fabales,Fabaceae,Stylosanthes,Stylosanthes erecta P. Beauv. ,,shrub,,,,,,
Stylosanthes erecta,K003031767,Eudicots-Rosids,Fabales,Fabaceae,Stylosanthes,Stylosanthes erecta P. Beauv. ,,shrub,,,,,,
Stylosanthes erecta,K003031768,Eudicots-Rosids,Fabales,Fabaceae,Stylosanthes,Stylosanthes erecta P. Beauv. ,,shrub,,,,,,
Stylosanthes erecta,K003031769,Eudicots-Rosids,Fabales,Fabaceae,Stylosanthes,Stylosanthes erecta P. Beauv. ,,shrub,,,,,,
Aeschynomene americana,K003034377,Eudicots-Rosids,Fabales,Fabaceae,Aeschynomene,Aeschynomene americana L. ,,perennial or subshrub,,,,,,
Aeschynomene americana,K003034378,Eudicots-Rosids,Fabales,Fabaceae,Aeschynomene,Aeschynomene americana L. ,,perennial or subshrub,,,,,,
Aeschynomene americana,K003034379,Eudicots-Rosids,Fabales,Fabaceae,Aeschynomene,Aeschynomene americana L. ,,perennial or subshrub,,,,,,
Aeschynomene americana,K003034380,Eudicots-Rosids,Fabales,Fabaceae,Aeschynomene,Aeschynomene americana L. ,,perennial or subshrub,,,,,,
Aeschynomene americana,K003034383,Eudicots-Rosids,Fabales,Fabaceae,Aeschynomene,Aeschynomene americana L. ,,perennial or subshrub,,,,,,
Chamaecrista arenicola,K003104487,Eudicots-Rosids,Fabales,Fabaceae,Chamaecrista,Chamaecrista arenicola (R. Vig.) Du Puy ,,shrub,,,,,,
Chamaecrista arenicola,K003104488,Eudicots-Rosids,Fabales,Fabaceae,Chamaecrista,Chamaecrista arenicola (R. Vig.) Du Puy ,,shrub,,,,,,
Chamaecrista arenicola,K003104489,Eudicots-Rosids,Fabales,Fabaceae,Chamaecrista,Chamaecrista arenicola (R. Vig.) Du Puy ,,shrub,,,,,,
Cadia emarginatior,K003118831,Eudicots-Rosids,Fabales,Fabaceae,Cadia,Cadia emarginatior M. Peltier ,,shrub;tree,,,,,,
Clitoria ternatea,K003219453,Eudicots-Rosids,Fabales,Fabaceae,Clitoria,Clitoria ternatea L. ,,climber;herb;shrub,,,,,,
Clitoria ternatea,K003219454,Eudicots-Rosids,Fabales,Fabaceae,Clitoria,Clitoria ternatea L. ,,climber;herb;shrub,,,,,,
Clitoria ternatea,K003219455,Eudicots-Rosids,Fabales,Fabaceae,Clitoria,Clitoria ternatea L. ,,climber;herb;shrub,,,,,,
Clitoria ternatea,K003219456,Eudicots-Rosids,Fabales,Fabaceae,Clitoria,Clitoria ternatea L. ,,climber;herb;shrub,,,,,,
Tephrosia reptans,K003223844,Eudicots-Rosids,Fabales,Fabaceae,Tephrosia,Tephrosia reptans Baker ,,perennial or subshrub,,,,,,
Tephrosia reptans,K003223845,Eudicots-Rosids,Fabales,Fabaceae,Tephrosia,Tephrosia reptans Baker ,,perennial or subshrub,,,,,,
Desmodium tortuosum,K003239081,Eudicots-Rosids,Fabales,Fabaceae,Desmodium,Desmodium tortuosum (Sw.) DC. ,,perennial or subshrub,,,,,,
Desmodium tortuosum,K003239084,Eudicots-Rosids,Fabales,Fabaceae,Desmodium,Desmodium tortuosum (Sw.) DC. ,,perennial or subshrub,,,,,,
Polhillides velutina,K003239187,Eudicots-Rosids,Fabales,Fabaceae,Polhillides,Polhillides velutina (Willd.) H. Ohashi & K. Ohashi ,,perennial or subshrub,,,,,,
Polhillides velutina,K003239188,Eudicots-Rosids,Fabales,Fabaceae,Polhillides,Polhillides velutina (Willd.) H. Ohashi & K. Ohashi ,,perennial or subshrub,,,,,,
Polhillides velutina,K003239189,Eudicots-Rosids,Fabales,Fabaceae,Polhillides,Polhillides velutina (Willd.) H. Ohashi & K. Ohashi ,,perennial or subshrub,,,,,,
Polhillides velutina,K003239190,Eudicots-Rosids,Fabales,Fabaceae,Polhillides,Polhillides velutina (Willd.) H. Ohashi & K. Ohashi ,,perennial or subshrub,,,,,,
Indigofera boinensis,K003247705,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera boinensis R. Vig. ,,shrub,,,,,,
Indigofera boinensis,K003247706,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera boinensis R. Vig. ,,shrub,,,,,,
Indigofera boinensis,K003247707,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera boinensis R. Vig. ,,shrub,,,,,,
Indigofera dionaeifolia,K003247798,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera dionaeifolia (S. Moore) Schrire ,,shrub;tree,,,,,,
Indigofera fulgens,K003247816,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera fulgens Baker ,,shrub,,,,,,
Indigofera hirsuta,K003247832,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera hirsuta L. ,,perennial or subshrub,,,,,,
Indigofera hirsuta,K003247833,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera hirsuta L. ,,perennial or subshrub,,,,,,
Indigofera hirsuta,K003247834,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera hirsuta L. ,,perennial or subshrub,,,,,,
Indigofera vohemarensis,K003248259,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera vohemarensis Baill. ,,herb;shrub,,,,,,
Indigofera vohemarensis,K003248259_a,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera vohemarensis Baill. ,,herb;shrub,,,,,,
Indigofera vohemarensis,K003248260,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera vohemarensis Baill. ,,herb;shrub,,,,,,
Indigofera vohemarensis,K003248261,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera vohemarensis Baill. ,,herb;shrub,,,,,,
Piper betle,K003258903,Magnoliids,Piperales,Piperaceae,Piper,Piper betle L. ,,climber;shrub,,,,,,
Huberantha henrici,K003306521,Magnoliids,Magnoliales,Annonaceae,Huberantha,Huberantha henrici (Diels) Chaowasku ,,tree,,,,,,
Huberantha henrici,K003306522,Magnoliids,Magnoliales,Annonaceae,Huberantha,Huberantha henrici (Diels) Chaowasku ,,tree,,,,,,
Huberantha henrici,K003306523,Magnoliids,Magnoliales,Annonaceae,Huberantha,Huberantha henrici (Diels) Chaowasku ,,tree,,,,,,
Huberantha henrici,K003306524,Magnoliids,Magnoliales,Annonaceae,Huberantha,Huberantha henrici (Diels) Chaowasku ,,tree,,,,,,
Huberantha henrici,K003306525,Magnoliids,Magnoliales,Annonaceae,Huberantha,Huberantha henrici (Diels) Chaowasku ,,tree,,,,,,
Ludia boinensis,K003358391,Eudicots-Rosids,Malpighiales,Salicaceae,Ludia,Ludia boinensis H. Perrier ,,tree,,,,,,
Ludia boinensis,K003358392,Eudicots-Rosids,Malpighiales,Salicaceae,Ludia,Ludia boinensis H. Perrier ,,tree,,,,,,
Ludia boinensis,K003358393,Eudicots-Rosids,Malpighiales,Salicaceae,Ludia,Ludia boinensis H. Perrier ,,tree,,,,,,
Garcinia arenicola,K003455444,Eudicots-Rosids,Malpighiales,Clusiaceae,Garcinia,Garcinia arenicola (Jum. & H. Perrier) P.W. Sweeney & Z.S. Rogers ,,shrub;tree,,,,,,
Garcinia arenicola,K003455445,Eudicots-Rosids,Malpighiales,Clusiaceae,Garcinia,Garcinia arenicola (Jum. & H. Perrier) P.W. Sweeney & Z.S. Rogers ,,shrub;tree,,,,,,
Calophyllum recedens,K003461153,Eudicots-Rosids,Malpighiales,Calophyllaceae,Calophyllum,Calophyllum recedens Jum. & H. Perrier ,,tree,,,,,,
Calophyllum recedens,K003461154,Eudicots-Rosids,Malpighiales,Calophyllaceae,Calophyllum,Calophyllum recedens Jum. & H. Perrier ,,tree,,,,,,
Calophyllum recedens,K003461155,Eudicots-Rosids,Malpighiales,Calophyllaceae,Calophyllum,Calophyllum recedens Jum. & H. Perrier ,,tree,,,,,,
Calophyllum recedens,K003461156,Eudicots-Rosids,Malpighiales,Calophyllaceae,Calophyllum,Calophyllum recedens Jum. & H. Perrier ,,tree,,,,,,
Deinbollia borbonica,K003472382,Eudicots-Rosids,Sapindales,Sapindaceae,Deinbollia,Deinbollia borbonica Scheff. ,,shrub;tree,,,,,,
Deinbollia borbonica,K003472386,Eudicots-Rosids,Sapindales,Sapindaceae,Deinbollia,Deinbollia borbonica Scheff. ,,shrub;tree,,,,,,
Deinbollia boinensis,K003472388,Eudicots-Rosids,Sapindales,Sapindaceae,Deinbollia,Deinbollia boinensis Capuron ,,shrub;tree,,,,,,
Deinbollia boinensis,K003472389,Eudicots-Rosids,Sapindales,Sapindaceae,Deinbollia,Deinbollia boinensis Capuron ,,shrub;tree,,,,,,
Deinbollia pervillei,K003472413,Eudicots-Rosids,Sapindales,Sapindaceae,Deinbollia,Deinbollia pervillei (Blume) Radlk. ,,tree,,,,,,
Deinbollia pervillei,K003472414,Eudicots-Rosids,Sapindales,Sapindaceae,Deinbollia,Deinbollia pervillei (Blume) Radlk. ,,tree,,,,,,
Alchornea perrieri,K003490108,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Alchornea,Alchornea perrieri Leandri ,,tree,,,,,,
Alchornea perrieri,K003490151,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Alchornea,Alchornea perrieri Leandri ,,tree,,,,,,
Alchornea perrieri,K003490152,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Alchornea,Alchornea perrieri Leandri ,,tree,,,,,,
Alchornea perrieri,K003490153,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Alchornea,Alchornea perrieri Leandri ,,tree,,,,,,
Alchornea perrieri,K003490154,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Alchornea,Alchornea perrieri Leandri ,,tree,,,,,,
Curculigo gallabatensis,K003614414,Monocots,Asparagales,Hypoxidaceae,Curculigo,Curculigo gallabatensis Schweinf. ex Baker ,,,,,,,,
Dichrostachys tenuifolia,K003712688,Eudicots-Rosids,Fabales,Fabaceae,Dichrostachys,Dichrostachys tenuifolia Benth. ,,shrub,,,,,,
Microcharis phyllogramme,K003767460,Eudicots-Rosids,Fabales,Fabaceae,Microcharis,"Microcharis phyllogramme (R. Vig.) Schrire, Du Puy & Labat ",,herb,,,,,,
Albizia glaberrima,K003775844,Eudicots-Rosids,Fabales,Fabaceae,Albizia,Albizia glaberrima (Schumach. & Thonn.) Benth. ,,tree,,,,,,
Albizia glaberrima,K003775846,Eudicots-Rosids,Fabales,Fabaceae,Albizia,Albizia glaberrima (Schumach. & Thonn.) Benth. ,,tree,,,,,,
Chadsia flammea,K003829010,Eudicots-Rosids,Fabales,Fabaceae,Chadsia,Chadsia flammea Bojer ,,shrub;tree,,,,,,
Chadsia flammea,K003829011,Eudicots-Rosids,Fabales,Fabaceae,Chadsia,Chadsia flammea Bojer ,,shrub;tree,,,,,,
Abrus madagascariensis,K003834634,Eudicots-Rosids,Fabales,Fabaceae,Abrus,Abrus madagascariensis R. Vig. ,,climber,,,,,,
Abrus madagascariensis,K003834635,Eudicots-Rosids,Fabales,Fabaceae,Abrus,Abrus madagascariensis R. Vig. ,,climber,,,,,,
Abrus madagascariensis,K003834636,Eudicots-Rosids,Fabales,Fabaceae,Abrus,Abrus madagascariensis R. Vig. ,,climber,,,,,,
Pseudechinolaena perrieri,K003922790,Monocots,Poales,Poaceae,Pseudechinolaena,Pseudechinolaena perrieri A. Camus ,,herb,,,,,,
Pseudechinolaena perrieri,K003922791,Monocots,Poales,Poaceae,Pseudechinolaena,Pseudechinolaena perrieri A. Camus ,,herb,,,,,,
Pseudechinolaena tenuis,K003922797,Monocots,Poales,Poaceae,Pseudechinolaena,Pseudechinolaena tenuis Bosser ,,herb,,,,,,
Commelina ramulosa,K003931428,Monocots,Commelinales,Commelinaceae,Commelina,Commelina ramulosa H. Perrier ,,,,,,,,
Commelina ramulosa,K003931429,Monocots,Commelinales,Commelinaceae,Commelina,Commelina ramulosa H. Perrier ,,,,,,,,
Commelina ramulosa,K003931430,Monocots,Commelinales,Commelinaceae,Commelina,Commelina ramulosa H. Perrier ,,,,,,,,
Commelina ramulosa,K003931431,Monocots,Commelinales,Commelinaceae,Commelina,Commelina ramulosa H. Perrier ,,,,,,,,
Chlorophytum ankarense,K003935690,Monocots,Asparagales,Asparagaceae,Chlorophytum,Chlorophytum ankarense H. Perrier ,,herb,,,,,,
Rhynchosia madagascariensis,K003985131,Eudicots-Rosids,Fabales,Fabaceae,Rhynchosia,Rhynchosia madagascariensis R. Vig. ,,climber;herb,,,,,,
Rhynchosia madagascariensis,K003985132,Eudicots-Rosids,Fabales,Fabaceae,Rhynchosia,Rhynchosia madagascariensis R. Vig. ,,climber;herb,,,,,,
Rhynchosia madagascariensis,K003985133,Eudicots-Rosids,Fabales,Fabaceae,Rhynchosia,Rhynchosia madagascariensis R. Vig. ,,climber;herb,,,,,,
Combretum villosum,K004040840,Eudicots-Rosids,Myrtales,Combretaceae,Combretum,Combretum villosum (Tul.) Jongkind ,,,,,,,,
Acalypha lamiana,K004042847,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Acalypha,Acalypha lamiana Leandri ,,shrub,,,,,,
Pandanus oligocarpus,K004076772,Monocots,Pandanales,Pandanaceae,Pandanus,Pandanus oligocarpus Martelli ,,tree,,,,,,
Buchnera hispida,K004127064,Eudicots-Asterids,Lamiales,Orobanchaceae,Buchnera,Buchnera hispida Buch.-Ham. ex D. Don ,,herb,,,,,,
Buchnera hispida,K004127065,Eudicots-Asterids,Lamiales,Orobanchaceae,Buchnera,Buchnera hispida Buch.-Ham. ex D. Don ,,herb,,,,,,
Buchnera hispida,K004127066,Eudicots-Asterids,Lamiales,Orobanchaceae,Buchnera,Buchnera hispida Buch.-Ham. ex D. Don ,,herb,,,,,,
Buchnera hispida,K004141886,Eudicots-Asterids,Lamiales,Orobanchaceae,Buchnera,Buchnera hispida Buch.-Ham. ex D. Don ,,herb,,,,,,
Macaranga ferruginea,K004152244,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Macaranga,Macaranga ferruginea Baker ,,tree,,,,,,
Macaranga ferruginea,K004152245,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Macaranga,Macaranga ferruginea Baker ,,tree,,,,,,
Macaranga ferruginea,K004152246,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Macaranga,Macaranga ferruginea Baker ,,tree,,,,,,
Nesogenes madagascariensis,K004179472,Eudicots-Asterids,Lamiales,Orobanchaceae,Nesogenes,Nesogenes madagascariensis (Bonati) Marais ,,,,,,,,
Nesogenes madagascariensis,K004179473,Eudicots-Asterids,Lamiales,Orobanchaceae,Nesogenes,Nesogenes madagascariensis (Bonati) Marais ,,,,,,,,
Nesogenes tenuis,K004179475,Eudicots-Asterids,Lamiales,Orobanchaceae,Nesogenes,Nesogenes tenuis (Benth.) Marais ,,,,,,,,
Nesogenes tenuis,K004179476,Eudicots-Asterids,Lamiales,Orobanchaceae,Nesogenes,Nesogenes tenuis (Benth.) Marais ,,,,,,,,
Trochomeriopsis diversifolia,K004213227,Eudicots-Rosids,Cucurbitales,Cucurbitaceae,Trochomeriopsis,Trochomeriopsis diversifolia Cogn. ,,,,,,,,
Leea cuspidifera,K004254938,Eudicots-Rosids,Vitales,Vitaceae,Leea,Leea cuspidifera Baker ,,shrub;tree,,,,,,
Ventilago leptadenia,K004289468,Eudicots-Rosids,Rosales,Rhamnaceae,Ventilago,Ventilago leptadenia Tul. ,,,,,,,,
Ventilago leptadenia,K004289469,Eudicots-Rosids,Rosales,Rhamnaceae,Ventilago,Ventilago leptadenia Tul. ,,,,,,,,
Ventilago leptadenia,K004289470,Eudicots-Rosids,Rosales,Rhamnaceae,Ventilago,Ventilago leptadenia Tul. ,,,,,,,,
Ventilago leptadenia,K004289470_a,Eudicots-Rosids,Rosales,Rhamnaceae,Ventilago,Ventilago leptadenia Tul. ,,,,,,,,
Prockiopsis hildebrandtii,K004304944,Eudicots-Rosids,Malpighiales,Salicaceae,Prockiopsis,Prockiopsis hildebrandtii Baill. ,,tree,,,,,,
Prockiopsis hildebrandtii,K004304945,Eudicots-Rosids,Malpighiales,Salicaceae,Prockiopsis,Prockiopsis hildebrandtii Baill. ,,tree,,,,,,
Ziziphus mauritiana,K004371684,Eudicots-Rosids,Rosales,Rhamnaceae,Ziziphus,Ziziphus mauritiana Lam. ,,,,,,,,
Ziziphus mauritiana,K004371685,Eudicots-Rosids,Rosales,Rhamnaceae,Ziziphus,Ziziphus mauritiana Lam. ,,,,,,,,
Ziziphus mauritiana,K004371686,Eudicots-Rosids,Rosales,Rhamnaceae,Ziziphus,Ziziphus mauritiana Lam. ,,,,,,,,
Ziziphus mauritiana,K004371687,Eudicots-Rosids,Rosales,Rhamnaceae,Ziziphus,Ziziphus mauritiana Lam. ,,,,,,,,
Combretum villosum,K004406176,Eudicots-Rosids,Myrtales,Combretaceae,Combretum,Combretum villosum (Tul.) Jongkind ,,,,,,,,
Combretum villosum,K004406301,Eudicots-Rosids,Myrtales,Combretaceae,Combretum,Combretum villosum (Tul.) Jongkind ,,,,,,,,
Combretum villosum,K004406303,Eudicots-Rosids,Myrtales,Combretaceae,Combretum,Combretum villosum (Tul.) Jongkind ,,,,,,,,
Gouania lineata,K004523103,Eudicots-Rosids,Rosales,Rhamnaceae,Gouania,Gouania lineata Tul. ,,climber,,,,,,
Gouania callmanderi,K004523163,Eudicots-Rosids,Rosales,Rhamnaceae,Gouania,Gouania callmanderi Buerki ,,,,,,,,
Gouania callmanderi,K004523164,Eudicots-Rosids,Rosales,Rhamnaceae,Gouania,Gouania callmanderi Buerki ,,,,,,,,
Gouania cupuliflora,K004523168,Eudicots-Rosids,Rosales,Rhamnaceae,Gouania,"Gouania cupuliflora Buerki, Phillipson & Callm. ",,,,,,,,
Gouania cupuliflora,K004523169,Eudicots-Rosids,Rosales,Rhamnaceae,Gouania,"Gouania cupuliflora Buerki, Phillipson & Callm. ",,,,,,,,
Vitex perrieri,K004549131,Eudicots-Asterids,Lamiales,Lamiaceae,Vitex,Vitex perrieri Danguy ,,tree,,,,,,
Vitex perrieri,K004549133,Eudicots-Asterids,Lamiales,Lamiaceae,Vitex,Vitex perrieri Danguy ,,tree,,,,,,
Vitex perrieri,K004549136,Eudicots-Asterids,Lamiales,Lamiaceae,Vitex,Vitex perrieri Danguy ,,tree,,,,,,
Tribulus cistoides,K004589939,Eudicots-Rosids,Zygophyllales,Zygophyllaceae,Tribulus,Tribulus cistoides L. ,,herb;shrub,,,,,,
Tribulus cistoides,K004589940,Eudicots-Rosids,Zygophyllales,Zygophyllaceae,Tribulus,Tribulus cistoides L. ,,herb;shrub,,,,,,
Tribulus cistoides,K004589941,Eudicots-Rosids,Zygophyllales,Zygophyllaceae,Tribulus,Tribulus cistoides L. ,,herb;shrub,,,,,,
Tribulus cistoides,K004589942,Eudicots-Rosids,Zygophyllales,Zygophyllaceae,Tribulus,Tribulus cistoides L. ,,herb;shrub,,,,,,
Tribulus cistoides,K004589943,Eudicots-Rosids,Zygophyllales,Zygophyllaceae,Tribulus,Tribulus cistoides L. ,,herb;shrub,,,,,,
Croton greveanus,K004620035,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Croton,Croton greveanus Baill. ,,shrub;tree,,,,,,
Croton greveanus,K004620036,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Croton,Croton greveanus Baill. ,,shrub;tree,,,,,,
Croton greveanus,K004620037,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Croton,Croton greveanus Baill. ,,shrub;tree,,,,,,
Croton greveanus,K004620038,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Croton,Croton greveanus Baill. ,,shrub;tree,,,,,,
Croton menabeensis,K004620276,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Croton,Croton menabeensis Leandri ,,shrub,,,,,,
Croton menabeensis,K004620277,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Croton,Croton menabeensis Leandri ,,shrub,,,,,,
Croton menabeensis,K004620278,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Croton,Croton menabeensis Leandri ,,shrub,,,,,,
Terminalia mantaly,K004645109,Eudicots-Rosids,Myrtales,Combretaceae,Terminalia,Terminalia mantaly H. Perrier ,,tree,,,,,,
